1448885527.771996	27.6	35.8	36.4
1448885538.476990	27.6	35.8	36.3
1448885627.950989	27.6	35.8	36.2
1448885649.536995	27.6	35.8	36.1
1448885651.538994	27.6	35.7	36.1
1448885672.977997	27.6	35.7	36.0
1448885695.575989	27.6	35.7	35.9
1448885696.588989	27.6	35.7	36.0
1448885697.589989	27.6	35.7	35.9
1448885722.190987	27.6	35.7	35.8
1448885755.890999	27.6	35.7	35.7
1448885783.453987	27.6	35.6	35.7
1448885789.490997	27.6	35.6	35.6
1448885835.372993	27.6	35.6	35.5
1448885838.393997	27.6	35.6	35.6
1448885839.394997	27.6	35.6	35.5
1448885884.660995	27.6	35.6	35.4
1448885935.778000	27.6	35.5	35.4
1448885938.879990	27.6	35.6	35.4
1448885940.886986	27.6	35.5	35.4
1448885953.310989	27.6	35.5	35.3
1448885954.311989	27.5	35.5	35.3
1448885956.313995	27.6	35.5	35.3
1448885957.314995	27.6	35.5	35.4
1448885958.315994	27.6	35.5	35.3
1448885959.317993	27.5	35.5	35.3
1448886039.588989	27.5	35.5	35.2
1448886040.605988	27.5	35.5	35.3
1448886041.609001	27.5	35.5	35.2
1448886044.615990	27.5	35.5	35.3
1448886045.616997	27.5	35.5	35.2
1448886136.298996	27.3	35.5	35.2
1448886137.299995	18.3	35.5	35.2
1448886139.404991	10.0	35.5	35.2
1448886140.405991	5.3	35.5	35.2
1448886142.407990	3.2	35.5	35.1
1448886143.408997	3.8	35.5	35.1
1448886144.409996	3.8	35.5	35.2
1448886145.411995	5.8	35.5	35.1
1448886146.412994	7.6	35.5	35.1
1448886148.514000	-1.8	35.5	35.1
1448886149.514992	-7.6	35.5	35.1
1448886151.615990	-15.1	35.5	35.1
1448886152.616997	-24.0	35.5	35.1
1448886153.617996	-30.4	35.5	35.1
1448886155.619995	-36.2	35.5	35.1
1448886156.620995	-41.0	35.5	35.1
1448886157.621994	-41.0	35.4	35.1
1448886158.632996	-45.0	35.4	35.1
1448886159.633995	-48.3	35.4	35.1
1448886160.634995	-48.3	35.3	35.1
1448886161.635994	-51.3	35.3	35.1
1448886162.636993	-53.8	35.3	35.0
1448886164.639984	-56.3	35.3	35.0
1448886165.640999	-58.5	35.4	35.0
1448886167.642998	-60.8	35.4	35.0
1448886168.643997	-62.9	35.4	35.0
1448886170.674995	-65.0	35.4	35.0
1448886171.675995	-67.1	35.4	35.0
1448886173.677994	-69.0	35.4	35.0
1448886174.678986	-70.7	35.4	35.0
1448886176.681000	-72.4	35.4	35.0
1448886177.681999	-74.0	35.4	35.0
1448886179.782990	-75.5	35.4	35.0
1448886180.783989	-76.8	35.4	35.0
1448886182.785995	-78.0	35.4	35.0
1448886183.786995	-79.3	35.4	35.0
1448886185.788994	-80.6	35.4	35.0
1448886186.789993	-81.8	35.4	35.0
1448886188.890999	-82.9	35.4	35.0
1448886189.891991	-83.9	35.4	35.0
1448886191.992996	-85.0	35.4	35.0
1448886192.993996	-86.1	35.4	35.0
1448886193.994995	-86.1	35.3	35.0
1448886194.995995	-87.1	35.3	35.0
1448886195.996994	-88.0	35.3	35.0
1448886197.998985	-89.0	35.3	35.0
1448886198.999985	-89.8	35.3	35.0
1448886201.100990	-90.7	35.3	35.0
1448886202.101990	-91.7	35.3	35.0
1448886203.102989	-92.7	35.3	35.0
1448886205.104996	-94.7	35.3	35.0
1448886206.105995	-98.1	35.3	35.0
1448886208.108994	-100.8	35.3	35.0
1448886209.109993	-102.8	35.3	35.0
1448886211.111984	-104.6	35.3	35.0
1448886212.112999	-107.0	35.3	35.0
1448886214.122993	-109.8	35.3	35.0
1448886215.123993	-116.7	35.3	35.0
1448886217.126991	-132.0	35.3	35.0
1448886218.127991	-178.6	35.3	35.0
1448886220.228989	-191.2	35.3	35.0
1448886221.229988	-196.0	35.3	35.0
1448886222.230988	-196.0	35.3	34.9
1448886223.231987	-196.5	35.3	34.9
1448886224.233002	-196.5	35.3	35.0
1448886225.233994	-196.5	35.3	34.9
1448886255.949989	-196.5	35.2	34.9
1448886256.950989	-196.5	35.1	34.9
1448886259.953995	-196.5	35.0	34.8
1448886262.956993	-196.5	34.8	34.8
1448886264.961998	-196.5	34.7	34.8
1448886265.964989	-196.5	34.5	34.7
1448886267.969002	-196.5	34.3	34.7
1448886268.969994	-196.5	34.1	34.6
1448886270.971992	-196.5	33.8	34.6
1448886271.972992	-196.5	33.4	34.5
1448886273.974991	-196.5	32.8	34.4
1448886274.975990	-196.5	32.1	34.4
1448886275.976997	-196.5	32.1	34.3
1448886276.977997	-196.5	31.2	34.3
1448886277.978996	-196.5	30.2	34.2
1448886278.979996	-196.5	30.2	34.1
1448886279.981987	-196.5	29.6	34.0
1448886280.982986	-196.5	29.1	33.9
1448886281.990990	-196.5	29.1	33.7
1448886282.991989	-196.5	27.8	33.6
1448886283.992996	-196.5	25.1	33.3
1448886284.993996	-196.5	25.1	33.0
1448886285.994995	-196.5	22.1	32.7
1448886286.995995	-196.5	19.1	32.3
1448886287.996994	-196.5	19.1	31.8
1448886288.997993	-196.5	16.1	31.4
1448886289.998985	-196.5	13.6	30.9
1448886290.999985	-196.5	13.6	30.5
1448886292.000999	-196.5	11.0	30.0
1448886293.001999	-196.5	8.9	29.4
1448886294.002998	-196.5	8.9	28.9
1448886295.003990	-196.5	6.6	28.3
1448886296.004990	-196.5	3.8	27.7
1448886297.006989	-196.5	3.8	27.0
1448886298.007988	-196.5	1.0	26.4
1448886299.008995	-196.5	-1.5	25.7
1448886300.009995	-196.5	-1.5	25.1
1448886301.010994	-196.5	-4.1	24.4
1448886302.011993	-196.5	-6.4	23.7
1448886303.012993	-196.5	-6.4	22.9
1448886304.013992	-196.5	-8.9	22.2
1448886305.014992	-196.5	-11.1	21.4
1448886306.015984	-196.5	-11.1	20.7
1448886307.016998	-196.5	-13.3	19.9
1448886308.017998	-196.5	-16.2	19.1
1448886309.018997	-196.5	-16.2	18.2
1448886310.028992	-196.5	-18.7	17.4
1448886311.029991	-196.5	-20.9	16.5
1448886312.030991	-196.5	-20.9	15.5
1448886313.031990	-196.5	-23.3	14.4
1448886314.032997	-196.5	-25.8	13.1
1448886315.033997	-196.5	-25.8	11.7
1448886316.034996	-196.5	-28.3	10.3
1448886317.035995	-196.5	-30.7	8.9
1448886318.036995	-196.5	-30.7	7.4
1448886319.037987	-196.5	-33.0	6.0
1448886320.038986	-196.5	-35.4	4.5
1448886321.039986	-196.5	-35.4	2.9
1448886322.041000	-196.5	-37.9	1.3
1448886323.042000	-196.5	-40.5	-0.2
1448886324.042992	-196.5	-40.5	-1.8
1448886325.044991	-196.5	-43.1	-3.3
1448886326.045990	-196.5	-46.0	-4.8
1448886327.057999	-196.5	-46.0	-6.3
1448886328.058998	-196.5	-48.5	-7.8
1448886329.059990	-196.5	-50.9	-9.2
1448886330.060989	-196.5	-50.9	-10.6
1448886331.061989	-196.5	-53.2	-12.0
1448886332.062988	-196.5	-55.4	-13.4
1448886333.063988	-196.5	-55.4	-14.8
1448886334.064995	-196.5	-57.5	-16.2
1448886335.065994	-196.5	-59.5	-17.5
1448886336.066994	-196.5	-59.5	-19.0
1448886337.067993	-196.5	-61.4	-20.4
1448886338.068993	-196.5	-63.1	-21.8
1448886339.069992	-196.5	-63.1	-23.3
1448886340.070992	-196.5	-64.9	-24.8
1448886341.084991	-196.5	-66.7	-26.3
1448886342.085991	-196.5	-66.7	-27.9
1448886343.086990	-196.5	-68.2	-29.4
1448886344.087990	-196.5	-69.8	-30.9
1448886345.088997	-196.5	-69.8	-32.5
1448886346.089996	-196.5	-71.4	-34.1
1448886347.090996	-196.5	-72.8	-35.7
1448886348.106995	-196.5	-74.4	-37.4
1448886349.107994	-196.5	-74.4	-39.0
1448886350.108994	-196.5	-75.8	-40.6
1448886351.109993	-196.5	-77.4	-42.3
1448886352.110992	-196.5	-77.4	-44.0
1448886353.111984	-196.5	-78.9	-45.7
1448886354.117989	-196.5	-80.5	-47.4
1448886355.118988	-196.5	-80.5	-49.1
1448886356.125992	-196.5	-81.9	-50.8
1448886357.126991	-196.5	-83.4	-52.6
1448886358.131996	-196.5	-83.4	-54.3
1448886359.132996	-196.5	-85.0	-56.1
1448886360.133987	-196.5	-86.4	-57.8
1448886361.134987	-196.5	-86.4	-59.6
1448886362.150986	-196.5	-87.7	-61.3
1448886363.151985	-196.5	-89.1	-63.1
1448886364.153000	-196.5	-89.1	-64.9
1448886365.168999	-196.5	-90.4	-66.6
1448886366.169998	-196.5	-91.7	-68.5
1448886367.170998	-196.5	-91.7	-70.3
1448886368.230988	-196.5	-93.0	-72.1
1448886369.231987	-196.5	-94.4	-73.8
1448886370.233002	-196.5	-94.4	-75.7
1448886371.240997	-196.5	-95.7	-77.5
1448886372.241997	-196.5	-96.9	-79.2
1448886373.242996	-196.5	-96.9	-81.1
1448886374.243996	-196.5	-98.1	-82.9
1448886375.244995	-196.5	-99.4	-84.6
1448886376.245987	-196.5	-99.4	-86.4
1448886377.246986	-196.5	-100.7	-88.2
1448886378.247986	-196.5	-101.8	-90.0
1448886379.249001	-196.5	-101.8	-91.8
1448886380.263985	-196.5	-103.0	-93.6
1448886381.265999	-196.5	-104.1	-95.3
1448886382.266998	-196.5	-104.1	-97.1
1448886383.267990	-196.5	-105.4	-98.9
1448886384.268990	-196.5	-106.6	-100.6
1448886385.269989	-196.5	-106.6	-102.4
1448886386.270988	-196.5	-107.7	-104.1
1448886387.271988	-196.5	-108.9	-105.8
1448886388.272995	-196.5	-108.9	-107.5
